最終通信日時,デバイス名,管理番号,物件名,環境,"状態
",Ver.,バッテリー,温度,音量,天気,気温,明るさ,バッテリー健全性,電流入出力,端末モデル,IMEI,ライセンス認証ステータス,再生チャンネル,ネットワーク,左上プレビュー表示,ネットワーク環境,オフライン率,SD録画保存日,SD録画保存日,設置完了日時,ブート日時,アプリ起動日時,初期設定日時
2019-11-20 10:00:41(7分前),002081,Z6-726,小田原大経ビル,本番中,正常,3.0.20,100%,26.7℃,40%,晴,10℃,50,良好,0,Lenovo TAB4 SIM,866423030796160,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-30 17:27:17(3ヶ月前),2019-10-21 03:12:06(4週間前),2019-10-21 03:12:57(4週間前),2019-06-24 13:39:22(4ヶ月前)
2019-11-20 10:00:41(7分前),010354,AN3-264,株式会社大同分析リサーチ,本番中,正常,3.0.20,100%,27℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030749557,不正,sample_channel,4G:1本,表示,通常,0%,2019-11-17,,2019-10-31 15:27:51(2週間前),2019-11-01 18:58:58(2週間前),2019-11-19 10:12:36(23時間前),2019-09-26 14:38:30(1ヶ月前)
2019-11-20 10:00:43(7分前),010083,HK7-073,リージェントビル,本番中,正常,3.0.20,100%,22.7℃,20%,雪,-2℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030733510,不正,sample_channel,圏外,表示,通常,1%,2019-11-17,,2019-10-31 14:18:55(2週間前),2019-11-18 11:11:40(1日前),2019-11-18 11:12:34(1日前),2019-07-16 11:33:18(4ヶ月前)
2019-11-20 10:00:43(7分前),000325,L-524,寿マンション,本番中,正常,3.0.20,100%,23℃,40%,曇,13℃,50,良好,充電 297mAh,Huawei T3 10,868355032407545,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-11-20 11:20:19(11ヶ月前),2019-11-04 03:30:25(2週間前),2019-11-15 05:21:09(5日前),2018-10-30 16:20:54(1年前)
2019-11-20 10:00:43(7分前),010042,ST1-934,ヒルトップヴィレッジ大宮,本番中,正常,3.0.20,100%,20.7℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030751629,不正,201909_mitsubachi-einekleine,4G:4本,表示,通常,64%,2019-11-17,,2019-10-03 12:13:56(1ヶ月前),2019-10-03 11:12:33(1ヶ月前),2019-11-10 10:52:15(1週間前),2019-07-11 15:56:58(4ヶ月前)
2019-11-20 10:00:44(7分前),001824,SI-436,ツインズマンション,本番中,正常,3.0.20,100%,24℃,0%,晴,7℃,50,良好,0,Lenovo TAB4 SIM,866423030675976,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-09 11:31:20(4ヶ月前),2019-11-18 01:23:38(2日前),2019-11-18 01:24:32(2日前),2019-04-19 14:06:22(7ヶ月前)
2019-11-20 10:00:44(7分前),000580,AN1-471,casa luca,本番中,正常,3.0.20,100%,23℃,40%,曇,9℃,50,良好,充電 171mAh,Huawei T3 10,868355037429916,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-01-25 16:34:51(9ヶ月前),2019-11-20 02:52:53(7時間前),2019-11-20 02:54:34(7時間前),2018-12-28 16:35:45(10ヶ月前)
2019-11-20 10:00:45(7分前),001743,OS1-421,あすかビル,本番中,正常,3.0.20,100%,23℃,20%,曇,10℃,50,良好,流出 9mAh,Lenovo TAB4 SIM,866423030675745,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-06-19 11:23:43(5ヶ月前),2019-11-19 14:58:12(19時間前),2019-11-19 14:59:06(19時間前),2019-04-18 13:51:38(7ヶ月前)
2019-11-20 10:00:45(7分前),001657,Z3-372,サングレイス海老名壱番館,本番中,正常,3.0.20,100%,22.7℃,40%,曇,14℃,40,良好,流出 4mAh,Lenovo TAB4 SIM,866423030798448,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-08-27 17:38:23(2ヶ月前),2019-11-03 20:23:29(2週間前),2019-11-03 20:24:21(2週間前),2019-04-16 16:57:43(7ヶ月前)
2019-11-20 10:00:47(7分前),000490,A-464,メビウス新宿御苑,本番中,正常,3.0.20,100%,29℃,0%,曇,11℃,50,良好,充電 117mAh,Huawei T3 10,868355036542776,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-01-25 17:37:05(9ヶ月前),2019-11-05 02:09:49(2週間前),2019-11-13 11:54:10(6日前),2018-12-11 09:38:17(11ヶ月前)
2019-11-20 10:00:47(7分前),010247,T-841,グリーンパーク青井,本番中,正常,3.0.20,100%,22.7℃,40%,曇,11℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030742172,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-10-17 11:42:08(1ヶ月前),2019-10-17 11:35:33(1ヶ月前),2019-10-17 20:36:33(1ヶ月前),2019-09-12 10:34:58(2ヶ月前)
2019-11-20 10:00:48(7分前),000763,J-336,BM上野ビル,本番中,正常,3.0.20,100%,27.7℃,40%,曇,11℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030634098,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-04-10 15:19:36(7ヶ月前),2019-11-05 20:16:12(2週間前),2019-11-05 20:17:06(2週間前),2019-02-04 13:15:35(9ヶ月前)
2019-11-20 10:00:50(7分前),001569,X4-146,パークハイツ武蔵境,本番中,正常,3.0.20,100%,21.5℃,40%,曇,13℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030676198,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-01 13:58:22(4ヶ月前),2019-10-04 19:48:57(1ヶ月前),2019-11-12 03:47:57(1週間前),2019-04-15 11:35:00(7ヶ月前)
2019-11-20 10:00:50(7分前),010682,Y4-812,サカモトビル,本番中,正常,3.0.20,100%,25.2℃,40%,曇,13℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030880287,未取得,sample_channel,4G:2本,表示,通常,0%,2019-11-17,,2019-11-14 18:31:03(5日前),2019-11-14 18:21:42(5日前),2019-11-14 18:28:18(5日前),2019-11-05 15:58:56(2週間前)
2019-11-20 10:00:50(7分前),010236,HK7-102,シティビル,本番中,正常,2.2.60,100%,18.2℃,20%,雪,-2℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030746066,,sample_channel,4G:4本,表示,通常,12%,2019-11-17,,2019-10-18 14:07:55(1ヶ月前),2019-11-13 13:14:26(6日前),2019-11-13 13:15:18(6日前),2019-09-12 09:23:00(2ヶ月前)
2019-11-20 10:00:51(7分前),0026,JESHK,JES北海道ビル,本番中,正常,3.0.20,100%,21℃,20%,雪,-2℃,50,良好,充電 263mAh,Huawei T3 10,864272037568847,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-08-03 12:50:55(1年前),2019-10-28 05:20:18(3週間前),2019-11-09 14:04:39(1週間前),2018-07-18 10:54:44(1年前)
2019-11-20 10:00:51(7分前),001954,AN2-201,さくら総合病院コンドル館,本番中,正常,3.0.20,100%,26.5℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030792003,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-08-16 13:50:00(3ヶ月前),2019-10-24 19:42:05(3週間前),2019-11-19 01:44:14(1日前),2019-06-06 15:19:20(5ヶ月前)
2019-11-20 10:00:51(7分前),000540,HK3-346,グランメール東札幌  西館,本番中,正常,3.0.20,100%,18.7℃,40%,曇,-1℃,50,良好,0,Lenovo TAB4 SIM,866423030545377,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-01-21 14:20:58(9ヶ月前),2019-11-02 20:00:55(2週間前),2019-11-02 20:01:49(2週間前),2018-12-13 15:49:02(11ヶ月前)
2019-11-20 10:00:53(7分前),000336,S-635,ステラ宮前,本番中,正常,3.0.20,100%,23℃,40%,曇,13℃,50,良好,充電 259mAh,Huawei T3 10,868355032408527,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-11-26 11:46:20(11ヶ月前),2019-11-02 17:20:29(2週間前),2019-11-12 00:04:44(1週間前),2018-11-02 17:38:12(1年前)
2019-11-20 10:00:53(7分前),000891,AN1-834,九番団地,本番中,正常,3.0.20,100%,21℃,20%,曇,12℃,50,良好,流出 21mAh,Lenovo TAB4 SIM,866423030629569,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-03-12 14:22:58(8ヶ月前),2019-11-06 20:59:02(1週間前),2019-11-16 13:48:26(3日前),2019-02-13 13:40:28(9ヶ月前)
2019-11-20 10:00:53(7分前),001477,HK4-784,LOTUS大通公園,本番中,正常,3.0.20,100%,16℃,20%,雪,-5℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030801259,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-06-27 14:24:40(4ヶ月前),2019-11-13 23:00:50(6日前),2019-11-13 23:01:41(6日前),2019-04-12 10:17:54(7ヶ月前)
2019-11-20 10:00:54(7分前),010097,FU-199,ピュアドームアルカサール平尾,本番中,正常,3.0.20,100%,22.2℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030748963,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-09-09 10:37:38(2ヶ月前),2019-11-19 08:30:16(1日前),2019-11-19 08:31:07(1日前),2019-07-16 14:48:16(4ヶ月前)
2019-11-20 10:00:55(7分前),001332,Q-645,プレール・ドゥーク練馬中村橋,本番中,正常,3.0.20,100%,28.2℃,20%,,0℃,50,良好,0,Lenovo TAB4 SIM,866423030804725,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-04-26 14:16:00(6ヶ月前),2019-10-30 01:18:06(3週間前),2019-11-20 06:43:43(3時間前),2019-04-02 11:14:53(7ヶ月前)
2019-11-20 10:00:56(7分前),001431,X4-519,ライオンズマンション三鷹第5,本番中,正常,3.0.20,100%,24.7℃,40%,曇,12℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030798570,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,4%,2019-11-17,,2019-06-28 14:54:35(4ヶ月前),2019-11-11 05:38:36(1週間前),2019-11-11 05:39:29(1週間前),2019-04-10 13:28:05(7ヶ月前)
2019-11-20 10:00:56(7分前),000978,HK3-268,グランメール平和通6B,本番中,正常,3.0.20,100%,20.7℃,40%,雪,-3℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030610643,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-04-19 14:21:55(7ヶ月前),2019-10-06 23:40:41(1ヶ月前),2019-11-07 18:08:29(1週間前),2019-02-25 15:26:18(8ヶ月前)
2019-11-20 10:00:56(7分前),010487,H-905,TKS葛西,本番中,正常,3.0.20,100%,27.2℃,20%,曇,12℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030744673,正常,sample_channel,4G:4本,表示,通常,0%,2019-11-17,,2019-10-31 11:03:03(2週間前),2019-10-31 10:57:53(2週間前),2019-10-31 17:12:41(2週間前),2019-10-16 10:55:05(1ヶ月前)
2019-11-20 10:01:00(7分前),000853,M-817,シティインデックス錦糸町,本番中,正常,3.0.20,100%,24.5℃,40%,曇,13℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030628256,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-07-29 17:23:06(3ヶ月前),2019-11-17 23:20:58(2日前),2019-11-19 12:25:56(21時間前),2019-02-08 13:14:04(9ヶ月前)
2019-11-20 10:01:01(7分前),001210,Y4-417,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,25℃,0%,曇,13℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030612367,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-03-27 14:13:16(7ヶ月前),2019-11-11 18:24:29(1週間前),2019-11-11 18:25:22(1週間前),2019-03-19 15:52:07(8ヶ月前)
2019-11-20 10:01:03(7分前),002029,AN2-131,上林記念病院,本番中,正常,3.0.20,100%,28.7℃,0%,雨,9℃,50,良好,0,Lenovo TAB4 SIM,866423030789868,正常,sample_channel,4G:4本,表示,通常,79%,2019-11-17,,2019-10-19 09:57:19(1ヶ月前),2019-10-19 09:38:34(1ヶ月前),2019-11-06 16:41:41(1週間前),2019-06-20 14:48:43(4ヶ月前)
2019-11-20 10:01:03(7分前),000463,D1-151,テラスコート幡ヶ谷,本番中,正常,3.0.20,100%,22℃,20%,曇,13℃,40,良好,充電 359mAh,Huawei T3 10,868355036541257,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-12-20 17:55:47(10ヶ月前),2019-11-14 04:56:49(6日前),2019-11-14 04:58:31(6日前),2018-11-30 13:47:59(11ヶ月前)
2019-11-20 10:01:04(7分前),001651,HK3-812,リゾルテ中央,本番中,正常,3.0.20,100%,13.7℃,20%,雪,-1℃,50,不明,0,Lenovo TAB4 SIM,866423030798851,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-06-03 13:24:26(5ヶ月前),2019-11-02 21:23:59(2週間前),2019-11-02 21:24:50(2週間前),2019-04-16 16:49:49(7ヶ月前)
2019-11-20 10:01:04(7分前),002119,AN2-272,愛知学泉大学 岡崎学舎,本番中,正常,3.0.20,100%,23.7℃,20%,曇,13℃,40,良好,流出 8mAh,Lenovo TAB4 SIM,866423030921966,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,2%,2019-11-17,,2019-08-07 10:30:43(3ヶ月前),2019-11-20 09:41:45(26分前),2019-11-20 09:42:38(25分前),2019-06-28 10:34:37(4ヶ月前)
2019-11-20 10:01:04(7分前),0093,N-106,Ohashi235,本番中,正常,3.0.20,100%,28℃,40%,曇,11℃,40,良好,充電 298mAh,Huawei T3 10,868355032407198,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-08-27 17:28:58(1年前),2019-11-15 12:14:57(4日前),2019-11-15 12:16:06(4日前),2018-08-09 16:44:43(1年前)
2019-11-20 10:01:04(7分前),000690,OS1-016,KZ Chayamachi BLD,本番中,正常,3.0.20,100%,25.2℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030632639,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-02-27 10:49:12(8ヶ月前),2019-10-25 10:01:41(3週間前),2019-10-25 10:02:28(3週間前),2019-02-01 09:32:36(9ヶ月前)
2019-11-20 10:01:07(7分前),010197,ST1-642,DAIKAN  15,本番中,正常,3.0.20,100%,20.7℃,40%,曇,12℃,50,良好,充電 279mAh,Lenovo TAB4 SIM,866423030743485,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-09 13:23:22(2ヶ月前),2019-11-19 00:21:04(1日前),2019-11-19 00:21:52(1日前),2019-08-30 10:45:02(2ヶ月前)
2019-11-20 10:01:07(7分前),001465,CB-223,ジュピテール,本番中,正常,3.0.20,100%,23.7℃,0%,曇,13℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030802315,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-03 10:44:31(4ヶ月前),2019-11-11 22:26:40(1週間前),2019-11-11 22:27:31(1週間前),2019-04-12 09:53:57(7ヶ月前)
2019-11-20 10:01:08(7分前),002099,GI-37,シェールププレ,本番中,正常,3.0.20,100%,20.7℃,60%,曇,11℃,50,良好,流出 7mAh,Lenovo TAB4 SIM,866423030792904,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-08-14 10:23:11(3ヶ月前),2019-11-18 01:40:46(2日前),2019-11-18 01:41:38(2日前),2019-06-27 10:50:38(4ヶ月前)
2019-11-20 10:01:08(7分前),000527,HK4-572,エステラ北七条館,本番中,正常,3.0.20,100%,12.5℃,20%,雪,-5℃,50,不明,0,Lenovo TAB4 SIM,866423030545328,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-02-06 10:04:19(9ヶ月前),2019-10-22 20:24:55(4週間前),2019-11-17 06:00:10(3日前),2018-12-13 15:27:28(11ヶ月前)
2019-11-20 10:01:09(7分前),001015,Z-220,マリオンテクノウィング川崎,本番中,正常,3.0.20,100%,23℃,40%,曇,13℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030607565,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-03-19 17:25:58(8ヶ月前),2019-11-07 21:32:53(1週間前),2019-11-07 21:33:49(1週間前),2019-02-27 13:38:46(8ヶ月前)
2019-11-20 10:01:09(7分前),010224,A1-556,オオタケ第5ビル,本番中,正常,3.0.20,100%,27.5℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030745324,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,31%,2019-11-17,,2019-10-01 14:44:48(1ヶ月前),2019-11-04 17:49:49(2週間前),2019-11-04 17:50:43(2週間前),2019-09-09 11:58:14(2ヶ月前)
2019-11-20 10:01:10(7分前),001483,X4-251,サンパレス一橋学園,本番中,正常,3.0.20,100%,23℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030798265,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-06-13 14:56:33(5ヶ月前),2019-10-16 12:41:29(1ヶ月前),2019-10-16 12:42:19(1ヶ月前),2019-04-12 10:37:42(7ヶ月前)
2019-11-20 10:01:10(7分前),0134,A1-331,新宿石井ビル,本番中,正常,3.0.20,100%,26℃,40%,曇,13℃,40,良好,流出 775mAh,Huawei T3 10,868355032511254,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-09-03 11:31:36(1年前),2019-11-19 15:49:52(18時間前),2019-11-19 15:51:53(18時間前),2018-08-28 14:10:24(1年前)
2019-11-20 10:01:12(7分前),000772,E-745,和泉町中央ビル,本番中,正常,3.0.20,100%,25.5℃,20%,曇,11℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030632076,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-28 11:08:34(8ヶ月前),2019-10-19 12:24:19(1ヶ月前),2019-11-12 02:30:59(1週間前),2019-02-04 13:48:01(9ヶ月前)
2019-11-20 10:01:12(7分前),000989,SI1-559,浜名湖弁天島温泉ファミリーホテル開春楼,本番中,正常,3.0.20,100%,27.7℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030609942,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-28 13:59:08(5ヶ月前),2019-10-27 11:59:01(3週間前),2019-10-27 11:59:56(3週間前),2019-02-26 11:29:29(8ヶ月前)
2019-11-20 10:01:13(7分前),010041,ST3-699,エクラシア狭山,本番中,正常,3.0.20,100%,28℃,40%,曇,12℃,50,良好,流出 5mAh,Lenovo TAB4 SIM,866423030751181,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,67%,2019-11-17,,2019-10-08 10:58:25(1ヶ月前),2019-11-10 06:48:10(1週間前),2019-11-10 06:49:04(1週間前),2019-07-11 15:48:36(4ヶ月前)
2019-11-20 10:01:14(7分前),010334,ST4-098,SKコート第6,本番中,正常,3.0.00,100%,21℃,20%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030749268,未取得,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-11-13 13:49:09(6日前),2019-11-13 12:59:28(6日前),2019-11-13 13:04:18(6日前),2019-09-25 16:51:36(1ヶ月前)
2019-11-20 10:01:14(7分前),001736,AN1-832,九番団地,本番中,正常,3.0.20,100%,21℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030675794,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-06-13 19:11:42(5ヶ月前),2019-10-10 07:41:28(1ヶ月前),2019-11-17 08:21:14(3日前),2019-04-18 13:11:22(7ヶ月前)
2019-11-20 10:01:14(7分前),001631,AN3-240,山王ビル,本番中,正常,3.0.20,100%,24℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030798513,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,77%,2019-11-17,,2019-10-02 14:53:57(1ヶ月前),2019-11-20 01:42:07(8時間前),2019-11-20 01:43:01(8時間前),2019-04-16 14:55:50(7ヶ月前)
2019-11-20 10:01:15(7分前),001041,CB1-943,プロシード市川,本番中,正常,3.0.20,100%,25℃,20%,曇,11℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030612102,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-03-22 15:45:46(7ヶ月前),2019-11-02 23:29:07(2週間前),2019-11-02 23:30:01(2週間前),2019-03-15 11:28:48(8ヶ月前)
2019-11-20 10:01:16(7分前),001393,AN3-092,ホテルトヨタキャッスル,本番中,正常,3.0.20,100%,31.5℃,20%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030801853,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-30 18:15:49(5ヶ月前),2019-10-27 07:22:34(3週間前),2019-11-18 11:53:45(1日前),2019-04-09 14:17:29(7ヶ月前)
2019-11-20 10:01:18(7分前),002001,HK964,ビッグバーンズ東札幌Ⅳ,本番中,正常,3.0.20,100%,19℃,40%,雪,-2℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030791955,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,1%,2019-11-17,,2019-08-30 09:46:01(2ヶ月前),2019-11-01 01:22:05(2週間前),2019-11-19 13:24:17(20時間前),2019-06-17 14:54:02(5ヶ月前)
2019-11-20 10:01:18(7分前),001179,Y4-565,あざみ野ベレッツァ,本番中,正常,3.0.20,100%,25.5℃,0%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030614132,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-03-28 15:59:07(7ヶ月前),2019-11-09 01:38:59(1週間前),2019-11-20 09:13:10(55分前),2019-03-19 14:56:07(8ヶ月前)
2019-11-20 10:01:19(7分前),001819,Z6-822,ハイツ エトランゼ,本番中,正常,3.0.20,100%,21.2℃,40%,曇,14℃,50,良好,流出 13mAh,Lenovo TAB4 SIM,866423030676370,正常,sample_channel,4G:4本,表示,通常,91%,2019-11-17,,2019-11-01 11:30:26(2週間前),2019-11-01 11:22:10(2週間前),2019-11-12 09:42:51(1週間前),2019-04-19 13:39:20(7ヶ月前)
2019-11-20 10:01:19(7分前),001732,SI2-105,住宅型有料老人ホーム 愛晃苑殿山,本番中,正常,3.0.20,100%,31℃,0%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030800830,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,1%,2019-11-17,,2019-07-03 16:16:46(4ヶ月前),2019-11-03 14:59:04(2週間前),2019-11-14 04:33:41(6日前),2019-04-17 16:06:22(7ヶ月前)
2019-11-20 10:01:20(7分前),001774,HK2-032,La Douceur豊平4条,本番中,正常,3.0.20,100%,12.7℃,40%,雪,-2℃,50,不明,0,Lenovo TAB4 SIM,866423030667106,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-26 16:28:09(3ヶ月前),2019-11-04 01:47:59(2週間前),2019-11-16 08:12:39(4日前),2019-04-18 16:59:32(7ヶ月前)
2019-11-20 10:01:20(7分前),001288,H-882,パレドール森田,本番中,正常,3.0.20,100%,23℃,20%,曇,14℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030662628,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-04-26 15:30:40(6ヶ月前),2019-11-02 05:50:52(2週間前),2019-11-02 05:51:49(2週間前),2019-03-28 11:29:25(7ヶ月前)
2019-11-20 10:01:20(7分前),010221,HK1-963,アルバ桑園,本番中,正常,3.0.20,100%,12.5℃,20%,雪,-2℃,50,不明,0,Lenovo TAB4 SIM,866423030749045,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-10-23 11:30:03(3週間前),2019-11-20 05:46:36(4時間前),2019-11-20 05:47:31(4時間前),2019-09-09 11:47:20(2ヶ月前)
2019-11-20 10:01:21(7分前),000241,ST1-912,グレイスコート大宮,本番中,正常,3.0.20,100%,22℃,0%,曇,13℃,50,良好,充電 327mAh,Huawei T3 10,868355032512666,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-10-16 13:39:53(1年前),2019-10-31 04:42:25(2週間前),2019-11-17 18:44:10(2日前),2018-10-12 14:57:25(1年前)
2019-11-20 10:01:21(7分前),010815,ST4-665,SAP草加,本番中,正常,3.0.20,100%,30.2℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030758467,正常,sap201804,4G:4本,表示,通常,15%,2019-11-19,,2019-11-19 14:53:08(19時間前),2019-11-19 14:44:21(19時間前),2019-11-20 06:53:34(3時間前),2019-11-19 10:48:36(23時間前)
2019-11-20 10:01:21(7分前),001701,B-603,プレール麻布仙台坂,本番中,正常,3.0.20,100%,23.7℃,40%,曇,13℃,50,良好,流出 5mAh,Lenovo TAB4 SIM,866423030802356,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-27 15:10:06(1ヶ月前),2019-11-16 21:26:14(3日前),2019-11-18 01:20:51(2日前),2019-04-17 13:47:30(7ヶ月前)
